종목코드,기준일자,시가,고가,저가,종가,전일대비,거래량,거래대금,시가,고가,저가,종가,전일대비,거래량,외인보유,외인보유전일대비,외인비중,등락률,거래대금,개인순매수,외인순매수,기관순매수,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드,국가지자체,CLASS
A035720,20181024,2119,2121,2092,2098,-8.52,399734,6490106,101000,101500,98900,99200,-1300,312593,20289574,-10128,24.330000000000002,-1.29,3125748,-21360,-7197,31501,36766,-8774,-4455,-5684,-2926,2644,-2930,-14,12313,1617,-3.5
A035720,20181022,2143,2163,2137,2162,5.45,308740,3910411,101500,104000,100500,102500,1500,208316,20303103,-4093,24.35,1.49,2131733,-11725,-5125,12937,2684,-852,2042,0,0,9765,3910,3,3111,-3813,-1.29
A035720,20181018,2159,2168,2147,2148,-19.2,321762,4229126,100000,101500,99700,100500,0,173176,20310953,27146,24.36,0.0,1740103,-25678,-3854,19305,-118,5521,7624,-70,-2041,15030,10234,-7,-6950,309,1.49
A035720,20181017,2169,2183,2159,2168,22.39,275159,5284969,103000,103000,100000,100500,0,302780,20283807,-16814,24.330000000000002,0.0,3064322,-20044,-22580,42238,45281,-189,17154,-50,-1100,-35555,423,-37,5917,10780,0
A035720,20181016,2156,2162,2140,2145,0.0,222512,3936707,99300,101000,99300,100500,1200,183949,20300621,9981,24.35,1.21,1845227,21700,-1019,-23331,-3564,-4598,-5798,-2483,-567,-1029,-287,2937,-4441,-851,0
A035720,20181015,2155,2159,2141,2145,-16.73,259176,4708940,101000,102000,99200,99300,-1700,219792,20290640,-86461,24.330000000000002,-1.68,2198387,38005,-5772,-33877,-15383,-635,-1155,0,0,600,1449,195,-16620,-684,1.21
A035720,20181011,2176,2187,2130,2130,-98.94,411919,8335698,100000,102000,98500,98500,-5500,957608,20197392,-30654,24.22,-5.29,9540482,13182,-43910,27993,130800,-1528,-7683,-3188,-41916,-4280,2179,556,15437,-59649,-1.68
A035720,20181010,2256,2258,2223,2229,-25.22,365683,8836407,106500,108500,104000,104000,-3500,516278,20228046,-73271,24.26,-3.2600000000000002,5446117,33573,21701,-55470,23445,213,-3817,-51,-1923,-53109,-70,266,-9168,-11060,-5.29
A035720,20181008,2259,2274,2254,2254,-13.69,214644,4478791,107500,110500,107500,107500,-1500,187871,20301317,-78275,24.35,-1.3800000000000001,2042800,7560,-20623,12371,4907,-1184,300,0,896,728,549,143,4692,2032,-3.26
A035720,20181004,2311,2311,2270,2274,-35.08,309502,7606334,114500,115500,111000,112000,-3500,603136,20429491,18195,24.5,-3.0300000000000002,6770687,92622,-19399,-77445,-2792,-9900,-25018,-4038,1503,-6164,3953,269,-23738,-7298,-1.38
A035720,20180927,2332,2355,2332,2355,16.26,279230,7299705,119000,121000,119000,120500,2000,275536,20443349,38361,24.52,1.69,3309150,-73334,57228,17337,-4437,5604,6544,-116,-1000,2353,-1688,457,8667,-278,-3.03
A035720,20180920,2314,2334,2312,2323,14.99,289085,6468799,118000,119500,117000,117500,500,308838,20333397,27854,24.39,0.43,3653474,-20036,30594,-11552,-751,-2579,3629,16,1121,-26950,918,76,1834,12128,1.69
A035720,20180919,2319,2319,2302,2308,-0.52,350949,6382677,121000,121000,116500,117000,-3500,664304,20305543,-37270,24.35,-2.9,7830586,201446,-120345,-79716,9292,-7095,-59233,0,1250,-4674,-2624,1239,-20110,854,0.43
A035720,20180918,2288,2311,2287,2309,5.97,309235,5794170,122000,122500,120000,120500,-1000,384132,20342813,1105016,24.400000000000002,-0.8200000000000001,4657904,-22184,-27586,47800,-1391,9837,-5946,-32,0,45328,1982,-12,4523,-4519,-2.9
A035720,20180913,2285,2292,2282,2286,3.31,301308,6598920,121000,122000,119500,121000,1000,407528,19362878,49824,25.38,0.8300000000000001,4929231,-6576,27704,-22901,63901,2650,703,0,0,10541,1643,130,-31880,-68816,-0.82
A035720,20180912,2286,2290,2271,2283,-0.28,336830,6445490,116500,120500,116500,120000,3500,344739,19313054,-35174,25.310000000000002,3.0,4104662,-43755,-29821,76318,2377,30788,4404,789,-46,24425,-2603,-139,8207,5374,0.83
A035720,20180911,2287,2296,2275,2283,-5.46,368210,6188337,118500,118500,116000,116500,-2500,424870,19348228,-11897,25.36,-2.1,4961296,85088,6528,-92019,-16220,-17770,-17766,-3166,-96,-14320,-736,1139,-24758,2077,3
A035720,20180907,2278,2287,2265,2282,-6.03,357560,6263720,120000,120500,118500,120000,0,206174,19387038,-15164,25.41,0.0,2461861,7959,-15031,5848,-26,3499,-6035,160,500,2211,772,452,-2268,7807,-2.1
A035720,20180906,2289,2298,2285,2288,-4.16,387510,5679574,121500,122000,119000,120000,-1000,299195,19402202,469,25.43,-0.8300000000000001,3595870,55804,-7100,-49285,-21704,-717,-29791,-113,500,-7849,0,581,-2373,12762,0
A035720,20180905,2311,2315,2288,2292,-23.95,358187,5390488,122000,123500,121000,121000,-1000,215419,19401733,18186,25.43,-0.8200000000000001,2628739,13254,39286,-53534,-21678,-245,-10474,106,-750,-14824,548,446,-4490,-1179,-0.83
A035720,20180904,2309,2318,2302,2316,8.69,277014,4551220,121500,123000,120500,122000,500,268355,19383547,37122,25.41,0.41000000000000003,3265148,44160,33124,-78887,-5022,3907,-14729,0,0,-28543,1570,33,-10871,-23629,-0.82
A035720,20180831,2298,2323,2296,2323,15.530000000000001,255908,5525835,124000,125500,123000,125000,-1500,431909,19358234,-31877,25.38,-1.19,5376716,36759,-18877,-15839,-13080,-99,12365,45,1294,-5943,-2519,476,-8364,-2057,0.41
A035720,20180830,2313,2321,2305,2307,-1.68,286926,5252383,126500,128000,125500,126500,0,313774,19390111,-87249,25.42,0.0,3965963,-6780,-6254,12132,-23911,5145,8645,0,0,12827,900,2,12830,-3404,-1.19
A035720,20180829,2305,2310,2300,2309,5.91,268214,4807772,125000,127500,124000,126500,1000,750163,19477360,252499,25.53,0.8,9473639,-66693,171599,-104007,-115940,10581,3413,2861,-375,1970,208,-1107,-2467,-4050,0
A035720,20180828,2312,2315,2299,2303,3.8200000000000003,276889,5503107,127000,127500,123500,125500,-2500,480764,19224861,6445,25.2,-1.95,6018433,89175,-56704,-33685,304,-25268,-10983,-5066,409,515,1209,5,7209,-805,0.8
A035720,20180827,2297,2303,2289,2299,6.09,307044,5766323,124000,128000,124000,128000,4000,588666,19218416,44027,25.19,3.23,7471038,-145512,76302,69938,-17274,11406,14496,158,217,47464,-63,-665,14443,-972,-1.95
A035720,20180823,2283,2283,2268,2283,9.27,338386,5238289,125000,126000,123500,125500,1000,292057,19125950,33496,25.07,0.8,3643632,-21762,33496,-11543,-1693,-7868,-7164,500,0,19201,53,-244,-16426,1907,3.23
A035720,20180822,2274,2280,2269,2273,3.27,269270,5425019,125500,125500,122500,124500,500,333939,19092454,14035,25.03,0.4,4130659,-5584,13689,-7972,-42143,759,-15207,-683,-48,42773,-37,-96,7923,-1346,0.8
A035720,20180821,2248,2273,2245,2270,22.18,294337,5182953,125000,126500,124000,124000,-500,353528,19078419,75368,25.01,-0.4,4413019,-9535,70068,-60238,-31823,-2431,-11019,-678,0,-18771,-90,-205,1880,2604,0.4
A035720,20180820,2257,2264,2245,2248,0.8300000000000001,271600,4418976,127000,128000,124000,124500,-2500,328660,19003051,51944,24.91,-1.97,4107145,18223,-9453,-5352,-10025,-5802,8499,522,0,4581,-3190,-228,-12037,8910,-0.4
A035720,20180817,2245,2251,2240,2247,6.25,238377,4645284,128500,129000,126500,127000,-500,327327,18951107,-7821,24.84,-0.39,4172408,-49480,-7821,65833,-19683,15869,27076,1138,-10,23492,-8179,-353,9061,8890,-1.97
A035720,20180816,2233,2244,2218,2241,-18.11,312519,6021648,124500,128000,124000,127500,0,478674,18958928,-47066,24.85,0.0,6069490,-79525,-28291,107192,-25624,13451,24856,1191,-575,48504,866,-242,42602,2787,-0.39
A035720,20180814,2250,2263,2247,2259,10.46,255216,4872038,125000,128500,123000,127500,3500,518080,19005994,-13043,24.91,2.82,6537281,-99872,-16977,117535,1150,16479,19009,1969,-773,68080,-229,-457,11349,272,0
A035720,20180813,2266,2272,2239,2248,-34.34,335380,5950055,126500,127500,122500,124000,-4000,636617,19019037,-47331,24.93,-3.13,7914190,-21849,-4321,25179,22327,19533,15946,-314,1187,18278,1020,-29,-58855,7077,2.82
A035720,20180809,2303,2304,2292,2304,2.2600000000000002,244882,5985859,121000,126000,119500,125500,6500,1622449,19015222,212800,24.93,5.46,20077690,-525963,199748,325660,12291,67610,73180,6451,15429,122798,1773,-1218,38436,-10535,-3.13
A035720,20180807,2291,2301,2280,2300,13.66,230339,4748559,114000,120000,113000,120000,6500,742353,18834244,-45047,24.69,5.73,8703288,1370,-59047,57785,-59158,8194,35045,6482,1227,13199,78,-186,36385,16411,5.46
A035720,20180806,2289,2300,2283,2287,-1.18,244548,4607350,113500,114500,112500,113500,500,189971,18879291,10765,24.75,0.44,2156541,-31501,15476,17136,-3636,-1820,1741,0,135,5582,74,-1185,8929,6205,5.73
A035720,20180803,2278,2289,2273,2288,17.48,270494,4312568,111500,113000,111500,113000,2000,169521,18868526,-40418,24.73,1.8,1907907,-20577,26766,-6462,-26133,160,6959,0,0,-1068,237,36,5334,8286,0.44
A035720,20180802,2304,2307,2265,2270,-36.87,352056,5042803,112500,115000,111000,111000,-1500,311779,18908944,-10363,24.79,-1.33,3507007,44015,-17886,-27250,-17335,-2107,1233,1000,100,-10826,1021,100,635,50,1.8
A035720,20180801,2301,2313,2301,2307,11.81,219034,4832858,112500,113500,111500,112500,0,276459,18919307,-10090,24.8,0.0,3107936,38657,4084,-42943,-9357,-4588,-6590,0,-1843,-12805,-132,334,-4849,-2911,-1.33
A035720,20180730,2290,2297,2283,2294,-1.48,206497,4552317,118500,119000,116000,116500,-3000,308410,18939329,-81122,24.830000000000002,-2.5100000000000002,3618904,43156,-31222,-13734,-793,3274,1149,-5940,-355,299,1683,117,-5881,-5487,0
A035720,20180727,2292,2295,2284,2295,5.93,262143,5091586,117500,120000,116500,119500,2000,568921,19020451,-11871,24.93,1.7,6769750,-90683,58129,28854,-57354,4869,31444,0,1900,7650,4047,-347,18129,22216,-2.51
A035720,20180725,2284,2293,2270,2273,-7.17,309319,6142619,117500,118000,116000,118000,1000,310394,19018322,39328,24.93,0.85,3642246,-79503,39328,40713,-21580,5568,24610,973,3009,27404,-852,314,8237,-7508,1.7
A035720,20180724,2273,2284,2263,2280,10.89,436133,5831914,115500,118000,115000,117000,1500,502533,18978994,59539,24.88,1.3,5885314,-106678,67939,41269,-64883,11801,47394,0,-217,34416,-1910,-620,14460,-1702,0.85
A035720,20180723,2290,2290,2264,2269,-19.88,334290,5549481,115000,117000,113500,115500,500,346894,18919455,16979,24.8,0.43,3998709,-76201,43679,34065,7107,5017,18688,0,4077,-24,-1371,-172,7448,-8248,1.3
A035720,20180720,2281,2293,2270,2289,6.9,353236,4910685,114000,115500,113000,115000,1000,184967,18902476,24814,24.78,0.88,2119583,-42980,6457,36800,14159,5912,1291,2440,2560,-324,512,-789,201,10561,0.43
A035720,20180718,2314,2319,2287,2290,-7.8100000000000005,402771,5032249,115000,116500,112000,113000,-1000,351263,18848465,12029,24.71,-0.88,4009097,329,13660,-15125,5612,-685,-9868,-1968,165,-1000,931,205,-8654,1273,0.88
A035720,20180717,2303,2306,2290,2298,-4.07,379033,4897898,116000,116500,113500,114000,-2500,372754,18836436,-4675,24.69,-2.15,4269869,54679,15561,-14384,11055,-2559,-5131,-700,0,-4371,-56098,242,-17253,4575,-0.88
A035720,20180716,2312,2318,2300,2302,-8.91,297122,4968950,118000,118500,115500,116500,-1500,236711,18841111,76230,24.7,-1.27,2755639,5523,22353,-33186,-19525,-638,-5898,2108,13,-162,5482,-172,-17468,8384,-2.15
A035720,20180712,2286,2299,2278,2285,4.44,364407,6157666,117000,118000,115500,117500,1000,444272,18684592,-19465,24.490000000000002,0.86,5207402,-41497,-25038,66627,-96374,10491,50863,9613,0,10193,169,-261,37086,44755,-1.27
A035720,20180711,2277,2287,2263,2281,-13.540000000000001,422988,5700944,116000,117000,115000,116500,-500,250313,18704057,-12629,24.52,-0.43,2914655,8768,-21174,4623,-26099,8966,15658,1790,2000,61,7884,-101,3134,-887,0.86
A035720,20180710,2299,2306,2292,2294,8.36,339918,5038809,117500,118000,116000,117000,-500,222321,18716686,-20354,24.54,-0.43,2602925,-11620,-26867,38397,-7854,20583,10361,2000,0,16195,264,-174,1420,-4308,-0.43
A035720,20180709,2277,2295,2267,2286,12.93,352638,5796356,114500,117500,114500,117500,3000,394098,18737040,124233,24.560000000000002,2.62,4602678,-118169,89783,30234,-20539,7588,25231,743,-434,13935,-1094,-754,3012,698,-0.43
A035720,20180706,2261,2284,2247,2273,15.32,344433,6358357,116500,117000,113000,114500,-2000,383082,18612807,-62883,24.400000000000002,-1.72,4387167,28283,-62084,34988,29794,-256,-4520,1764,3016,6191,-1163,-24,-3407,2406,2.62
A035720,20180704,2271,2281,2261,2265,-7.3,315103,4880994,114500,118000,114000,117000,3000,846154,18652580,12762,24.45,2.63,9905353,-102239,1127,102046,-50493,20631,41651,2159,-5165,58304,-367,-567,21468,13491,-1.72
A035720,20180703,2286,2287,2252,2273,1.22,366027,6002085,113500,115000,112500,114000,2500,314988,18639818,59463,24.43,2.24,3584045,-73937,-8831,82779,-4394,17805,34676,1638,2344,3330,-80,69,16545,10835,2.63
A035720,20180702,2322,2328,2272,2272,-54.59,393265,5990017,115500,116500,111500,111500,-3000,415693,18580355,-66774,24.36,-2.62,4745439,-25091,-49471,75326,17258,5894,29483,1204,920,-1868,-899,135,20538,1897,2.24
A035720,20180628,2327,2335,2311,2314,-27.79,414370,5775389,110000,112500,109000,111500,500,221308,18670974,-38475,24.48,0.45,2465050,-16974,-5210,26055,-7324,3180,9645,0,-3,10325,-3676,-195,8269,1963,-2.62
A035720,20180627,2349,2359,2342,2342,-8.89,526625,7007325,112500,113500,110000,111000,-1000,311174,18709449,35225,24.53,-0.89,3465070,32137,-48775,15723,11330,-5817,4420,0,0,28217,1011,-96,-18865,-3562,0.45
A035720,20180626,2335,2358,2327,2351,-6.96,470914,6536279,112500,113000,111000,112000,-2000,250298,18674224,-99090,24.48,-1.75,2801767,26982,-55265,27493,30102,-1024,-2996,0,0,3680,842,-52,1796,-4065,-0.89
A035720,20180625,2352,2361,2337,2358,0.66,415079,5683866,114000,114500,112000,114000,0,345973,18773314,6979,24.61,0.0,3928175,328,7082,-6377,-7680,292,91,0,601,-2187,-849,-184,2677,-171,-1.75
A035720,20180622,2323,2357,2321,2357,19.39,537263,6604291,106500,114500,106500,114000,7000,651617,18766335,88231,24.6,6.54,7313614,-95160,86531,12871,-56964,13054,11088,1429,-10,21046,-3543,-699,25038,-1810,0
A035720,20180621,2364,2371,2338,2338,-26.080000000000002,438264,6784646,107500,109000,106000,107000,-1000,172840,18678104,-2471,24.48,-0.93,1858191,-8088,3479,4112,-6301,829,-205,0,0,12967,427,70,-4363,1185,6.54
A035720,20180619,2373,2379,2337,2340,-36.13,606304,7994621,107000,110500,105500,106500,-1000,250870,18646670,34325,24.44,-0.93,2700092,-29286,34325,-10614,7725,-1546,-11723,-1360,-2,1078,5397,178,-3495,-1291,-0.93
A035720,20180618,2405,2406,2365,2376,-27.8,564818,8593501,109000,110000,106000,107500,-2000,405910,18612345,24818,24.400000000000002,-1.83,4358962,-37741,31518,7172,40197,-870,-18609,0,3,-32108,-770,-179,16190,2369,-0.93
A035720,20180615,2432,2434,2404,2404,-19.44,502361,9089895,112000,112000,109000,109500,-2500,336430,18587527,-24778,24.37,-2.23,3692322,23300,-15078,-10463,-9362,2341,9646,-864,-4,-2719,2023,218,-14228,4727,-1.83
A035720,20180614,2451,2452,2422,2423,-45.35,533448,9754343,114000,114000,112000,112000,-2000,250011,18612305,9083,24.400000000000002,-1.75,2813097,-13241,18640,-8374,-13118,-770,-391,2695,-68,731,3042,-67,3411,-864,-2.23
A035720,20180612,2475,2480,2463,2469,-1.32,613166,9615203,114000,114500,113000,114000,0,180468,18603222,21644,24.39,0.0,2051893,-60530,37258,24500,8024,3166,12682,0,-260,-4142,-1280,52,4767,263,-1.75
